title,url,release_date,critic_score,audience_score,release_year,omdb_Response,omdb_Error,imdbID,Rated,RuntimeMin,Genre,Plot,Poster,OMDb_raw
Almost Famous,https://www.rottentomatoes.com/m/almost_famous,"Released Sep 15, 2000",91.0,92.0,2000.0,True,,tt0181875,R,122,"Adventure, Comedy, Drama",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,https://m.media-amazon.com/images/M/MV5BZGFmNDQzOTItOGZkNS00NjFkLWE4MjQtNmRjMjNlMjg3YzdiXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Almost Famous', 'Year': '2000', 'Rated': 'R', 'Released': '22 Sep 2000', 'Runtime': '122 min', 'Genre': 'Adventure, Comedy, Drama', 'Director': 'Cameron Crowe', 'Writer': 'Cameron Crowe', 'Actors': 'Billy Crudup, Patrick Fugit, Kate Hudson', 'Plot': 'A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.', 'Language': 'English, French', 'Country': 'United States', 'Awards': 'Won 1 Oscar. 54 wins & 103 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZGFmNDQzOTItOGZkNS00NjFkLWE4MjQtNmRjMjNlMjg3YzdiXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}], 'Metascore': '90', 'imdbRating': '7.9', 'imdbVotes': '307,588', 'imdbID': 'tt0181875', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$32,534,850', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Best in Show,https://www.rottentomatoes.com/m/best_in_show,"Released Sep 29, 2000",93.0,88.0,2000.0,True,,tt0218839,PG-13,90,Comedy,A behind-the-scenes look into the highly competitive and cut-throat world of dog shows through the eyes of a group of ruthless dog owners.,https://m.media-amazon.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_SX300.jpg,"{'Title': 'Best in Show', 'Year': '2000', 'Rated': 'PG-13', 'Released': '20 Oct 2000', 'Runtime': '90 min', 'Genre': 'Comedy', 'Director': 'Christopher Guest', 'Writer': 'Christopher Guest, Eugene Levy', 'Actors': ""Fred Willard, Eugene Levy, Catherine O'Hara"", 'Plot': 'A behind-the-scenes look into the highly competitive and cut-throat world of dog shows through the eyes of a group of ruthless dog owners.', 'Language': 'English', 'Country': 'United States', 'Awards': '11 wins & 14 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '78/100'}], 'Metascore': '78', 'imdbRating': '7.5', 'imdbVotes': '69,618', 'imdbID': 'tt0218839', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$18,715,392', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
You Can Count on Me,https://www.rottentomatoes.com/m/you_can_count_on_me,"Released Nov 10, 2000",95.0,88.0,2000.0,True,,tt0203230,R,111,Drama,"A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town.",https://m.media-amazon.com/images/M/MV5BYzQ3Zjg4Y2YtOGQzMi00MTFjLTlkZjQtMDBmYWYwMjk3M2U0XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'You Can Count on Me', 'Year': '2000', 'Rated': 'R', 'Released': '22 Dec 2000', 'Runtime': '111 min', 'Genre': 'Drama', 'Director': 'Kenneth Lonergan', 'Writer': 'Kenneth Lonergan', 'Actors': 'Laura Linney, Matthew Broderick, Amy Ryan', 'Plot': ""A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town."", 'Language': 'English', 'Country': 'United States', 'Awards': 'Nominated for 2 Oscars. 30 wins & 43 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYzQ3Zjg4Y2YtOGQzMi00MTFjLTlkZjQtMDBmYWYwMjk3M2U0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}], 'Metascore': '85', 'imdbRating': '7.5', 'imdbVotes': '32,442', 'imdbID': 'tt0203230', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$9,416,804', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Hedwig and the Angry Inch,https://www.rottentomatoes.com/m/hedwig_and_the_angry_inch,"Released Jul 20, 2001",92.0,93.0,2001.0,True,,tt0248845,R,95,"Comedy, Drama, Music",A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,https://m.media-amazon.com/images/M/MV5BN2Q4MGJmYTgtNDhiMS00MTcwLTlhZjgtN2U5NWUyYzFiMWRmXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Hedwig and the Angry Inch', 'Year': '2001', 'Rated': 'R', 'Released': '31 Aug 2001', 'Runtime': '95 min', 'Genre': 'Comedy, Drama, Music', 'Director': 'John Cameron Mitchell', 'Writer': 'John Cameron Mitchell, Stephen Trask', 'Actors': 'John Cameron Mitchell, Miriam Shor, Stephen Trask', 'Plot': 'A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.', 'Language': 'English, German', 'Country': 'Canada, United States', 'Awards': '28 wins & 33 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BN2Q4MGJmYTgtNDhiMS00MTcwLTlhZjgtN2U5NWUyYzFiMWRmXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}], 'Metascore': '85', 'imdbRating': '7.7', 'imdbVotes': '38,305', 'imdbID': 'tt0248845', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$3,082,286', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
"Monsters, Inc.",https://www.rottentomatoes.com/m/monsters_inc,"Released Nov 2, 2001",96.0,90.0,2001.0,True,,tt0198781,G,92,"Animation, Adventure, Comedy","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg,"{'Title': 'Monsters, Inc.', 'Year': '2001', 'Rated': 'G', 'Released': '02 Nov 2001', 'Runtime': '92 min', 'Genre': 'Animation, Adventure, Comedy', 'Director': 'Pete Docter, David Silverman, Lee Unkrich', 'Writer': 'Pete Docter, Jill Culton, Jeff Pidgeon', 'Actors': 'Billy Crystal, John Goodman, Mary Gibbs', 'Plot': 'In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 1 Oscar. 15 wins & 38 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}], 'Metascore': '79', 'imdbRating': '8.1', 'imdbVotes': '1,041,965', 'imdbID': 'tt0198781', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$290,642,256', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Shrek,https://www.rottentomatoes.com/m/shrek,"Released May 18, 2001",88.0,90.0,2001.0,True,,tt0126029,PG,90,"Animation, Adventure, Comedy","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",https://m.media-amazon.com/images/M/MV5BN2FkMTRkNTUtYTI0NC00ZjI4LWI5MzUtMDFmOGY0NmU2OGY1XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Shrek', 'Year': '2001', 'Rated': 'PG', 'Released': '18 May 2001', 'Runtime': '90 min', 'Genre': 'Animation, Adventure, Comedy', 'Director': 'Andrew Adamson, Vicky Jenson', 'Writer': 'William Steig, Ted Elliott, Terry Rossio', 'Actors': 'Mike Myers, Eddie Murphy, Cameron Diaz', 'Plot': 'A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Won 1 Oscar. 40 wins & 60 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BN2FkMTRkNTUtYTI0NC00ZjI4LWI5MzUtMDFmOGY0NmU2OGY1XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}], 'Metascore': '84', 'imdbRating': '7.9', 'imdbVotes': '779,468', 'imdbID': 'tt0126029', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$268,698,241', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
No Man's Land,https://www.rottentomatoes.com/m/no_mans_land,"Released Dec 21, 2001",93.0,92.0,2001.0,True,,tt0283509,R,98,"Comedy, Drama, War","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier become...",https://m.media-amazon.com/images/M/MV5BNTY3MzY5OWQtOWE1NC00OTVmLWExZDctNzEyMjhiYTJlZTMzXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': ""No Man's Land"", 'Year': '2001', 'Rated': 'R', 'Released': '19 Sep 2001', 'Runtime': '98 min', 'Genre': 'Comedy, Drama, War', 'Director': 'Danis Tanovic', 'Writer': 'Danis Tanovic', 'Actors': 'Branko Djuric, Rene Bitorajac, Filip Sovagovic', 'Plot': ""Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier become..."", 'Language': 'Bosnian, French, English, Serbian', 'Country': 'France, Bosnia and Herzegovina, Italy, Belgium, United Kingdom, Slovenia, Switzerland', 'Awards': 'Won 1 Oscar. 30 wins & 25 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNTY3MzY5OWQtOWE1NC00OTVmLWExZDctNzEyMjhiYTJlZTMzXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}], 'Metascore': '84', 'imdbRating': '7.9', 'imdbVotes': '49,947', 'imdbID': 'tt0283509', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$1,012,153', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Lord of the Rings: The Fellowship of the Ring,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_fellowship_of_the_ring,"Released Dec 13, 2001",92.0,95.0,2001.0,True,,tt0120737,PG-13,178,"Adventure, Drama, Fantasy",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Lord of the Rings: The Fellowship of the Ring', 'Year': '2001', 'Rated': 'PG-13', 'Released': '19 Dec 2001', 'Runtime': '178 min', 'Genre': 'Adventure, Drama, Fantasy', 'Director': 'Peter Jackson', 'Writer': 'J.R.R. Tolkien, Fran Walsh, Philippa Boyens', 'Actors': 'Elijah Wood, Ian McKellen, Orlando Bloom', 'Plot': 'A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.', 'Language': 'English, Sindarin', 'Country': 'New Zealand, United States, United Kingdom', 'Awards': 'Won 4 Oscars. 125 wins & 126 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNzIxMDQ2YTctNDY4MC00ZTRhLTk4ODQtMTVlOWY4NTdiYmMwXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '92/100'}], 'Metascore': '92', 'imdbRating': '8.9', 'imdbVotes': '2,132,884', 'imdbID': 'tt0120737', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$319,372,078', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Lord of the Rings: The Two Towers,https://www.rottentomatoes.com/m/the_lord_of_the_rings_the_two_towers,"Released Dec 5, 2002",95.0,95.0,2002.0,True,,tt0167261,PG-13,179,"Adventure, Drama, Fantasy","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",https://m.media-amazon.com/images/M/MV5BMGQxMDdiOWUtYjc1Ni00YzM1LWE2NjMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Lord of the Rings: The Two Towers', 'Year': '2002', 'Rated': 'PG-13', 'Released': '18 Dec 2002', 'Runtime': '179 min', 'Genre': 'Adventure, Drama, Fantasy', 'Director': 'Peter Jackson', 'Writer': 'J.R.R. Tolkien, Fran Walsh, Philippa Boyens', 'Actors': 'Elijah Wood, Ian McKellen, Viggo Mortensen', 'Plot': ""While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."", 'Language': 'English, Sindarin, Old English', 'Country': 'New Zealand, United States', 'Awards': 'Won 2 Oscars. 132 wins & 138 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMGQxMDdiOWUtYjc1Ni00YzM1LWE2NjMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}], 'Metascore': '87', 'imdbRating': '8.8', 'imdbVotes': '1,896,691', 'imdbID': 'tt0167261', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$345,518,923', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Spirited Away,https://www.rottentomatoes.com/m/spirited_away,"Released Sep 20, 2002",96.0,96.0,2002.0,False,Movie not found!,,,,,,,"{'Response': 'False', 'Error': 'Movie not found!'}"
Catch Me if You Can,https://www.rottentomatoes.com/m/catch_me_if_you_can,"Released Dec 25, 2002",96.0,89.0,2002.0,True,,tt0264464,PG-13,141,"Biography, Crime, Drama","Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,"{'Title': 'Catch Me If You Can', 'Year': '2002', 'Rated': 'PG-13', 'Released': '25 Dec 2002', 'Runtime': '141 min', 'Genre': 'Biography, Crime, Drama', 'Director': 'Steven Spielberg', 'Writer': 'Frank Abagnale Jr., Stan Redding, Jeff Nathanson', 'Actors': 'Leonardo DiCaprio, Tom Hanks, Christopher Walken', 'Plot': 'Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.', 'Language': 'English, French', 'Country': 'United States, Canada', 'Awards': 'Nominated for 2 Oscars. 16 wins & 46 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}], 'Metascore': '75', 'imdbRating': '8.1', 'imdbVotes': '1,185,162', 'imdbID': 'tt0264464', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$164,615,351', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Pianist,https://www.rottentomatoes.com/m/pianist,"Released Dec 27, 2002",95.0,96.0,2002.0,True,,tt0253474,R,150,"Biography, Drama, Music","During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",https://m.media-amazon.com/images/M/MV5BMjEwNmEwYjgtNTk3ZC00NjljLTg5ZDctZTY3ZGQwZjRkZmQxXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Pianist', 'Year': '2002', 'Rated': 'R', 'Released': '28 Mar 2003', 'Runtime': '150 min', 'Genre': 'Biography, Drama, Music', 'Director': 'Roman Polanski', 'Writer': 'Ronald Harwood, Wladyslaw Szpilman', 'Actors': 'Adrien Brody, Thomas Kretschmann, Frank Finlay', 'Plot': 'During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.', 'Language': 'English, German, Russian', 'Country': 'France, Poland, Germany, United Kingdom, United States', 'Awards': 'Won 3 Oscars. 57 wins & 74 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMjEwNmEwYjgtNTk3ZC00NjljLTg5ZDctZTY3ZGQwZjRkZmQxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}], 'Metascore': '85', 'imdbRating': '8.5', 'imdbVotes': '979,960', 'imdbID': 'tt0253474', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$32,590,750', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Talk to Her,https://www.rottentomatoes.com/m/talk_to_her,"Released Nov 22, 2002",91.0,93.0,2002.0,True,,tt0287467,R,112,"Drama, Mystery, Romance",Two men share an odd friendship while they care for two women who are both in deep comas.,https://m.media-amazon.com/images/M/MV5BM2NjMmQyYmQtMjRjMi00OGVjLWFlMDAtNDYzNDE0MmY4YjE1XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Talk to Her', 'Year': '2002', 'Rated': 'R', 'Released': '14 Feb 2003', 'Runtime': '112 min', 'Genre': 'Drama, Mystery, Romance', 'Director': 'Pedro Almodóvar', 'Writer': 'Pedro Almodóvar', 'Actors': 'Rosario Flores, Javier Cámara, Darío Grandinetti', 'Plot': 'Two men share an odd friendship while they care for two women who are both in deep comas.', 'Language': 'Spanish', 'Country': 'Spain, United States', 'Awards': 'Won 1 Oscar. 47 wins & 47 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BM2NjMmQyYmQtMjRjMi00OGVjLWFlMDAtNDYzNDE0MmY4YjE1XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '86/100'}], 'Metascore': '86', 'imdbRating': '7.9', 'imdbVotes': '120,414', 'imdbID': 'tt0287467', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$9,357,911', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Magdalene Sisters,https://www.rottentomatoes.com/m/magdalene_sisters,"Released Aug 15, 2003",91.0,89.0,2003.0,False,Movie not found!,,,,,,,"{'Response': 'False', 'Error': 'Movie not found!'}"
Mystic River,https://www.rottentomatoes.com/m/mystic_river,"Released Oct 15, 2003",89.0,89.0,2003.0,True,,tt0327056,R,138,"Crime, Drama, Mystery","The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing her.",https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg,"{'Title': 'Mystic River', 'Year': '2003', 'Rated': 'R', 'Released': '15 Oct 2003', 'Runtime': '138 min', 'Genre': 'Crime, Drama, Mystery', 'Director': 'Clint Eastwood', 'Writer': 'Brian Helgeland, Dennis Lehane', 'Actors': 'Sean Penn, Tim Robbins, Kevin Bacon', 'Plot': ""The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing her."", 'Language': 'English', 'Country': 'United States, Australia', 'Awards': 'Won 2 Oscars. 57 wins & 144 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}], 'Metascore': '84', 'imdbRating': '7.9', 'imdbVotes': '509,193', 'imdbID': 'tt0327056', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$90,135,191', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Station Agent,https://www.rottentomatoes.com/m/station_agent,"Released Oct 10, 2003",94.0,89.0,2003.0,True,,tt0340377,R,89,"Comedy, Drama","When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",https://m.media-amazon.com/images/M/MV5BMTUzNDgyMzg3Ml5BMl5BanBnXkFtZTcwMzIxNTAwMQ@@._V1_SX300.jpg,"{'Title': 'The Station Agent', 'Year': '2003', 'Rated': 'R', 'Released': '05 Dec 2003', 'Runtime': '89 min', 'Genre': 'Comedy, Drama', 'Director': 'Tom McCarthy', 'Writer': 'Tom McCarthy', 'Actors': 'Peter Dinklage, Patricia Clarkson, Bobby Cannavale', 'Plot': 'When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.', 'Language': 'English, Spanish', 'Country': 'United States', 'Awards': 'Won 1 BAFTA Award29 wins & 31 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTUzNDgyMzg3Ml5BMl5BanBnXkFtZTcwMzIxNTAwMQ@@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}], 'Metascore': '81', 'imdbRating': '7.6', 'imdbVotes': '75,023', 'imdbID': 'tt0340377', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$5,739,376', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
