rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/1032176-goodfellas,GoodFellas,"A young man grows up in the mob and works very hard to advance himself through the ranks. He enjoys his life of money and luxury, but is oblivious to the horror that he causes. A drug addiction and a few mistakes ultimately unravel his climb to the top. Based on the book ""Wiseguy"" by Nicholas Pileggi.","Hard-hitting and stylish, GoodFellas is a gangster classic -- and arguably the high point of Martin Scorsese's career.",R,Drama,Martin Scorsese,"Nicholas Pileggi, Martin Scorsese","Ray Liotta, Robert De Niro, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Charles Scorsese, Chuck Low, Frank DiLeo, Gina Mastrogiacomo, Debi Mazar, Margo Winkler, Welker White, Jerry Vale, Catherine Scorsese, Julie Garfield, Henny Youngman, Christopher Serrone, Suzanne Shepherd, Sheila Howard, Spencer Bradley, Elaine Kagan, Beau Starr, Kevin Corrigan, Michael Imperioli, Robbie Vinton, Johnny Williams, Daniel P. Conte, Michael Citriniti, Tony Conforti, Frank Pellegrino, Victor Colicchio, Ronald Maccone, Tony Sirico, Joseph D'Onofrio, Frank Adonis, Joseph Bono, Katherine Wallach, Mark Evan Jacobs, John Manca, Angela Pietropinto, John Di Benedetto, Marianne Leone, Richard ""Bo"" Dietl, Marie Michaels, Richard Dioguardi, Lo Nardo, Lou Eppolito, Melissa Prophet, Illeana Douglas, Susan Varon, Paula Gallo, Vincent Gallo, Elizabeth Whitcraft, Clem Caserta, Samuel L. Jackson, Fran McGee, Paul Herman, Edward McDonald, Dallas Edward Hayes, Joel Calendrillo, Anthony E. Valentin, Peter Hock, Erasmus C. Alfano, Mark Jacobs, Manny Alfaro, Thomas Lowry, Nadine Kay, Margaret Smith, Richard Mullally, Frank Albanese, Paul McIssac, Tony Lip, Bob Golub, Louis Eppolito, Gaetano LoGiudice, Mikey Black, Peter Cicale, Anthony Powers, Vincent Pastore, Paul Mougey, Gina Mattia, Norman Barbera, Anthony Polemeni, Irving Welzer, Jesse Kirtzman, Bob Altman, Joanna Bennett, Gayle Lewis, Gaetano Lisi, Luke Walter, Ed Deacy, Larry Silvestri, Johnny ""Cha-Cha"" Ciarcia, Vito Picone, Janis Corsair, Frank Aquilino, Lisa DaPolito, Michael Calandrino, Vito Antuofermo, Nicole Burdette, Stella Kietel, Dominque DeVito, Michaelangelo Graziano, Tony Ellis, Peter Onorati, Stella Keitel, Jamie DeRoy, Joel Blake, H. Clay Dear, Daniela Barbosa, Thomas Hewson, Gene Canfield, Margaux Guerard, Violet Gaynor, Tobin Bell, Berlinda Tolbert, Nancy Ellen Cassaro, Adam Wandt, Joseph P. Gioco, Isiah Whitlock Jr., Alyson Jones, Ruby Gaynor, Bo Dietl, Vito Balsamo, James Quattrochi, Peter Fain, Russell Halley, Anthony Alessandro, Thomas E. Camuti, Garry Blackwood, Philip Suriano, Andrew Scudiero, Steve Forleo, Mike Contessa",1990-09-19,2008-08-15,146.0,Warner Bros.,Certified-Fresh,96.0,100.0,Upright,97.0,429632.0,28,96,4
m/1032180-after_hours,After Hours,"In a Manhattan cafe, word processor Paul Hackett (Griffin Dunne) meets and talks literature with Marcy (Rosanna Arquette). Later that night, Paul takes a cab to Marcy's downtown apartment. His $20 bill flying out the window during the ride portends the unexpected night he has. He cannot pay for the ride and finds himself in a series of awkward, surreal and life-threatening situations with a colorful cast of characters. He spends the rest of the night trying to return uptown.","Bursting with frantic energy and tinged with black humor, After Hours is a masterful -- and often overlooked -- detour in Martin Scorsese's filmography.",R,"Comedy, Mystery & Suspense",Martin Scorsese,Joseph Minion,"Griffin Dunne, Rosanna Arquette, Verna Bloom, Linda Fiorentino, Tommy Chong, Teri Garr, John Heard, Cheech Marin, Catherine O'Hara, Dick Miller, Will Patton, Robert Plunket, Bronson Pinchot, Rocco Sisto, Larry Block, Mary Colquhoun, Victor Argo, Murray Moston, John Codiglia, Clarence Felder, Henry Baker, Margo Winkler, Vic Magnotta, Clarke Evans, Robin Johnson, Victor Bumbalo, Stephen J. Lim, Bill Elverman, Frank Aquilino, Joel Jason, Maree Catalano, Rand Carr, Paula Raflo, Rockets Redglare, Martin Scorsese, Charles Scorsese",1985-09-13,2008-05-01,97.0,Warner Bros. Pictures,Certified-Fresh,89.0,56.0,Upright,87.0,22165.0,12,50,6
m/1032970-awakenings,Awakenings,"The story of a doctor's extraordinary work in the Sixties with a group of catatonic patients he finds languishing in a Bronx hospital. Speculating that their rigidity may be akin to an extreme form of Parkinsonism, he seeks permission from his skeptical superiors to treat them with L-dopa, a drug that was used to treat Parkinson's disease at the time.","Elevated by some of Robin Williams' finest non-comedic work and a strong performance from Robert De Niro, Awakenings skirts the edges of melodrama, then soars above it.",PG-13,Drama,Penny Marshall,"Steven Zaillian, Paul W. Shapiro","Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson, John Heard, Penelope Ann Miller, Alice Drummond, Judith Malina, Barton Heyman, George Martin, Anne Meara, Richard Libertini, Laura Esterman, Dexter Gordon, Max von Sydow, Jayne Haynes, Le Clanche Du Rand, Yusef Bulos, Steven Randazzo, Gloria Harper, Gwyllum Evans, Mary Catherine Wright, Mary Alice, Keith Diamond, Steve Vinovich, Tiger Haynes, John Christopher Jones, Bradley Whitford, Harvey Miller, Tanya Berezin, Peter Stormare, Shane Fistell, Waheedah Ahmad, Charles Keating, Christina Huertes, Linda Burns, Judy Jacksina, Gary Tacon, Rico Elias, Mel Gorham, Chris Carolan, Debra Kovner-Zaks, Max Rabinowitz, Libby Titus, Michael Hyde, Tomislav Novakovic, Adam Bryant, Anthony J. Nici, Joan E. MacIntosh, Oliver Block, Buck Smith, Gordon Joseph Weiss, Byron Utley, Anthony McGowen, Paul Montgomery, Leonard Tepper, Vincent Pastore, Howard Feller",1990-12-19,2012-04-16,121.0,Columbia Pictures,Fresh,88.0,33.0,Upright,89.0,55182.0,4,29,4
m/1032980-diabolique,Diabolique (Les Diaboliques),"In this classic of French suspense, the cruel and abusive headmaster of a boarding school, Michel Delassalle (Paul Meurisse), becomes the target of a murder plot hatched by an unlikely duo -- his meek wife (Vera Clouzot) and the mistress he brazenly flaunts (Simone Signoret). The women, brought together by their mutual hatred for the man, pull off the crime but become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.","Cruel, dark, but undeniably effective, Diabolique is a suspense thriller as effective as Hitchcock's best work and with a brilliant twist ending.",NR,Mystery & Suspense,Henri-Georges Clouzot,"Henri-Georges Clouzot, René Masson, Jerome Geronimi, Frederic Grendel","Simone Signoret, Paul Meurisse, Véra Clouzot, Charles Vanel, Jean Brochard, Noël Roquevert, Therese Dorny, Pierre Larquey, Michel Serrault, Yves-Marie Maurin, Georges Poujouly, Jean Temerson, Robert Dalban, Camille Guerini, Georges Chamarat, Jacques Varennes, Jacques Hilling, Roberto Rodrigo, Jean Lefebvre, Jean Pierre Bonnefous, Michel Dumur, Henri Humbert",1955-01-01,2017-10-19,116.0,Kino Lorber Inc.,Certified-Fresh,96.0,47.0,Upright,93.0,10296.0,10,45,2
m/1035061-fury,Fury,"Joe Wilson (Spencer Tracy) is an innocent man wrongly accused of a horrible crime while on his way to meet his fiancée, Katherine Grant (Sylvia Sidney). Held at a local jail, Joe is confronted by a frenzied mob and presumed dead after a massive fire. When his attackers aren't brought to justice, Joe, who narrowly escaped the blaze, resurfaces, intent on revenge. Katherine tries to dissuade him from carrying out his vengeful plan, but Joe's anger isn't easily dampened.",,NR,"Classics, Drama, Mystery & Suspense",Fritz Lang,"Fritz Lang, Bartlett Cormack, Norman Krasna","Spencer Tracy, Sylvia Sidney, Bruce Cabot, Walter Abel, Edward Ellis, Walter Brennan, George Walcott, Frank Albertson, Arthur Stone, Morgan Wallace, Ted Offenbecker, Edwin Maxwell, George Chandler, Roger Gray, Howard Hickman, Jonathan Hale, Leila Bennett, Esther Dale, Helen Flint, Edward J. Le Saint, Everett Sullivan, Murdock MacQuarrie, Ben Hall, Janet Young, Jane Corcoran, Mira McKinney, Mary Foy, Edna M. Harris, Ed Brady, James Quinn, Edna M. Harris, Al Herman, Frank Mills, George Offerman Jr., Frank Sully, Dutch Hendrian, Albert Taylor, Raymond Brown, Guy Usher, Nora Cecil, Frederick Burton, Tom Mahoney, Tommy Tomlinson, Sherry Hall, Carlos Martin, Jack Daley, Duke York, Charles Coleman, Will Stanton, Esther Muir, Bert Roach, Raymond Hatton, Victor Potel, Clara Blandick, Erville Alderson, Herbert Ashley, Harry Hayden, Si Jenks, Christian Rub, Carl Stockdale, Elsa Newell, Alexander Cross, Robert E. Homans, Arthur Hoyt, Ward Bond, Franklin Parker, Wally Maher, Huey White, Eddie Quillan, Gertrude Sutton, Minerva Urecal, George Offerman, Daniel L. Haynes, Sam Hayes, Syd Saylor, Harvey Clark, Francis X. Bushman Jr., Clarence Kolb",1936-05-29,2012-04-16,90.0,WARNER BROTHERS PICTURES,Fresh,100.0,16.0,Upright,89.0,3092.0,0,16,0
m/1036052-come_and_see,Come and See (Idi i smotri),"The invasion of a village in Byelorussia by German forces sends young Florya (Aleksey Kravchenko) into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha (Olga Mironova), who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.","As effectively anti-war as movies can be, Come and See is a harrowing odyssey through the worst that humanity is capable of, directed with bravura intensity by Elem Klimov.",NR,"Art House & International, Drama",Elem Klimov,"Ales Adamovich, Elem Klimov, Ales Adamovich","Alexei Kravchenko, Olga Mironova, Lubomiras Lauciavicus, Vladas Bagdonas, Victor Lorentz, Victor Lorents, Yurs Lumiste, Liubomiras Lauciavicius, Kazimir Rabetsky, Yevgeny Tilicheev",1985-10-17,2015-01-28,142.0,Kino International,Fresh,97.0,34.0,Upright,95.0,8575.0,7,33,1
m/1037024-commitments,The Commitments,"Jimmy Rabbitte (Robert Arkins), a self-proclaimed promoter, decides to organize an R&B group to fill the musical void in his hometown of Dublin, Ireland. The band comes together but ends up consisting entirely of white musicians who have little experience with the genre. Even though their raw talent and lofty aspirations gain the group notoriety, the pitfalls of fame began to tear at their newfound friendships as they prepare for their big show. Based on the novel by Roddy Doyle.",The Commitments is a vibrantly funny and blissfully heartfelt ode to the power of music.,R,"Comedy, Drama, Musical & Performing Arts",Alan Parker,"Roddy Doyle, Dick Clement, Ian La Frenais","Robert Arkins, Michael Aherne, Angeline Ball, Maria Doyle Kennedy, Dave Finnegan, Angeline Hall, Bronagh Gallagher, Felim Gormley, Glen Hansard, Dick Massey, Johnny Murphy, Kenneth McCluskey, Andrew Strong, Colm Meaney, John Hubbard, Anne Kent, Andrea Corr, Ros Hubbard, Gerard Cassoni, Ruth Fairclough, Lindsay Fairclough, Michael O'Reilly, Liam Carney, Ger Ryan, Mark O'Regan, Phelim Drew, Sean Hughes, Philip Bredin, Aoife Lawless, Lance Daly, Conor Malone, Jezz Bell, Colm Mac Con Iomaire, Emily Dawson, Dave Kane, Kristel Harris, Maria Place, Brian Mac Aodha, Tricia Smith, Canice William, Patrick Foy, Alan Murray, Jody Campbell, Eanna MacLiam, Philomena Kavanagh, Peter Rowen, Eamon O'Connor, Maura O'Malley, Blaise Smith, Derek Herbert, Owen O'Gorman, Pat Leavy, John Cronin, Rynagh O'Grady, Sheila Flitton, John Michael Bolger, Mick Nolan, Eileen Reid, Bob Navan, Derek Duggan, Paddy O'Connor, Paul Bushnell, Jim Corr, Larry Hogan, Bernard Keelan, Ronan Hardiman, Mikel Murfi, Josylen Lyons, Winston Dennis, Alan Parker, Kenneth McCluskey",1991-08-14,2017-03-18,117.0,20th Century Fox Film Corporation,Certified-Fresh,89.0,44.0,Upright,90.0,28391.0,11,39,5
m/1037780-man_in_the_moon,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.","It's sentimental, and some viewers may feel manipulated by the melodramatic final act, but The Man in the Moon offers a finely drawn coming-of-age story with an excellent cast -- including Reese Witherspoon in her film debut.",PG-13,"Drama, Romance",Robert Mulligan,"Frank Norwood, Jenny Wingfield","Reese Witherspoon, Jason London, Sam Waterston, Tess Harper, Emily Warfield, Gail Strickland, Ernie Lively, Bentley Mitchum, Shari Rhodes, Dennis Letts, Earleen Bergeron, Anna Chappell, Brandi Smith, Derek Ball, Spencer Ball",1991-08-30,2017-01-01,99.0,MGM,Fresh,90.0,20.0,Upright,85.0,33335.0,5,18,2
m/1037789-train,The Train,"With the Allies poised to retake Paris from the Germans, Col. Franz Von Waldheim (Paul Scofield) conspires to sneak out by train all of the art masterpieces looted by the German army. But museum curator Mademoiselle Villard (Suzanne Flon) alerts the French Resistance, and soon railway inspector Paul Labiche (Burt Lancaster) is pressed into service. He reroutes the train, and cleverly deceives Von Waldheim by renaming each train station along the way.",,NR,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",Jayaraaj,,,1965-03-07,2017-01-24,133.0,United Artists,Fresh,92.0,13.0,Upright,89.0,4291.0,0,12,1
m/1040678-last_of_the_mohicans,The Last of the Mohicans,"The last members of a dying Native American tribe, the Mohicans -- Uncas (Eric Schweig), his father Chingachgook (Russell Means), and his adopted half-white brother Hawkeye (Daniel Day-Lewis) -- live in peace alongside British colonists. But when the daughters (Madeleine Stowe, Jodhi May) of a British colonel are kidnapped by a traitorous scout, Hawkeye and Uncas must rescue them in the crossfire of a gruesome military conflict of which they wanted no part: the French and Indian War.",The Last of the Mohicans is a breathless romantic adventure that plays loose with history -- and comes out with a richer action movie for it.,R,"Action & Adventure, Drama, Romance",Michael Mann,"Michael Mann, Christopher Crowe, Philip Dunne","Daniel Day-Lewis, Jodhi May, Russell Means, Eric Schweig, Steven Waddington, Wes Studi, Patrice Chéreau, Maurice Roëves, Edward Blatchford, Terry Kinney, Tracey Ellis, Michael Phillips, Pete Postlethwaite, Madeleine Stowe, Bonnie Timmermann, Justin M. Rice, Benton Jennings, Dylan Baker, Dennis J. Banks, Colm Meaney, Mac Andrews, Malcolm Storry, David Schofield, Eric D. Sandgren, Mike Phillips, Mark A. Baker, Tim Hopper, Gregory Zaragoza, Scott Means, William J. Bozic Jr., Patrick Fitzgerald, Mark Joy, Steve Keator, Don Tilley, Thomas E. Cummings, David Mark Farrow, Ethan James Fugate, Curtis F. Gaston, Eric A. Hurley, Jared Harris, Michael McConnell, Thomas John McGowan, Alice Papineau, Mark J. Maracle, Clark Heathcliffe Brolly, Sebastian Roche, Joe Finnegan, Sheila Adams Barnhill",1992-09-25,2012-07-01,114.0,Twentieth Century Fox Home Entertainment,Certified-Fresh,93.0,42.0,Upright,88.0,207424.0,9,39,3
m/1040798-husbands_and_wives,Husbands and Wives,"Gabe (Woody Allen) and his wife, Judy (Mia Farrow), are shocked to discover that their best friends, Sally (Judy Davis) and Jack (Sydney Pollack), are splitting up. Not only did they not see the breakup coming, but it makes them start to question their own relationship. While Gabe flirts with the idea of dating one of his college students (Juliette Lewis), Sally and Jack discover that being single again isn't all its cracked up to be and contemplate getting back together.","Husbands and Wives is a blistering, emotionally raw snapshot of two marriages self-destructing.",R,"Comedy, Drama, Romance",Woody Allen,Woody Allen,"Woody Allen, Mia Farrow, Judy Davis, Sydney Pollack, Juliette Lewis, Liam Neeson, Lysette Anthony, Benno Schmidt Jr., Nick Metropolis, Cristi Conaway, Tim Jerome, Rebecca Glenn, Galaxy Craze, John Doumanian, Benno Schmidt, Gordon Rigsby, Ron Rifkin, Irene Blackman, Ilene Blackman, Blythe Danner, Brian McConnachie, Bruce Jay Friedman, Jeffrey Kurland, Ron August, John Bucher, Matthew Flint, Jerry Zaks, Caroline Aaron, Jack Richardson, Nora Ephron, Ira Wheeler, Kenneth Edelson, Michelle Turley, Victor Truro, Kenny Vance, Lisa Gustin, Anthony Nocerino, Philip Levy, Connie Picard, Steven Randazzo, Tony Turco, Adelaide Mestre, Jessica Frankston, Merv Bloch",1992-10-18,2012-04-16,93.0,Sony Pictures Home Entertainment,Certified-Fresh,93.0,41.0,Upright,87.0,14161.0,13,38,3
m/1041911-unforgiven,Unforgiven,"When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel workers post a reward for their murder, much to the displeasure of sheriff Little Bill Daggett (Gene Hackman), who doesn't allow vigilantism in his town. Two groups of gunfighters, one led by aging former bandit William Munny (Clint Eastwood), the other by the florid English Bob (Richard Harris), come to collect the reward, clashing with each other and the sheriff.","As both director and star, Clint Eastwood strips away decades of Hollywood varnish applied to the Wild West, and emerges with a series of harshly eloquent statements about the nature of violence.",R,"Drama, Western",Clint Eastwood,"Clint Eastwood, David Webb Peoples","Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris, Saul Rubinek, Frances Fisher, Anna Levine, David Mucci, Rob Campbell, Anthony James, Tara Dawn Frederick, Stuart Aikins, Beverley Elliott, Liisa Repo-Martell, Phyllis Huffman, Jaimz Woolvett, Anna Thompson, Josie Smith, Shane Meier, Aline Levasseur, Jefferson Mappin, Henry Kope, Robert Koons, Ben Cardinal, Philip Maurice Hayes, Larry Joshua, Frank C. Turner, Jeremy Ratchford, John Pyper-Ferguson, Ron White, Lochlyn Munro, Michael Maurer, George Orrison, Mina E. Mina, Greg Goossen, Chad Dowdell",1992-08-03,2008-08-15,130.0,Warner Bros. Pictures,Certified-Fresh,96.0,106.0,Upright,93.0,122729.0,28,102,4
